Time,T_data,E_data,C_data
0.0,100.88507964268827,99.85023496556045,1.3865177116081255
1.0101010101010102,50.7549912009058,49.327830118041206,50.904888711074626
2.0202020202020203,33.69852188698913,32.514117264041,65.90480372248386
3.0303030303030303,27.27638584163931,23.933074567263656,75.93842026291878
4.040404040404041,21.09509259216528,18.902701339633104,81.54749077232442
5.050505050505051,20.338705443766766,16.83975899850421,85.96192982194067
6.0606060606060606,14.624393121118194,15.466714028101567,85.19003753515557
7.070707070707071,15.57186741273241,13.915227151411088,84.77992895099298
8.080808080808081,14.293465468178347,10.768492013656187,87.61280651648256
9.090909090909092,11.311263058597477,13.034746837285423,88.760780313942
10.101010101010102,10.392779441468434,11.300746248673946,87.6598941917002
11.111111111111112,11.554200650525688,9.517706286391059,89.71251196046262
12.121212121212121,10.98321698759529,8.851962609525172,91.00596112564133
13.131313131313131,8.742731872212714,10.30673766421974,91.04531321243007
14.141414141414142,9.791379078500173,9.087348151550552,91.57242875915529
15.151515151515152,9.636915259278583,6.9034489048211185,92.18695222011162
16.161616161616163,9.758090969202355,7.789340159096966,92.6034804426871
17.171717171717173,9.423296483182547,6.805051706315553,92.19700838109388
18.181818181818183,7.152477344188828,7.628426801584656,91.08751367174432
19.191919191919194,9.005538118293655,9.028771657960482,91.33392727895396
20.202020202020204,8.496095603261258,6.9271136657385295,92.78680891971489
21.212121212121215,7.289336591393496,8.730111253878073,90.34865001165235
22.222222222222225,8.048191929121417,7.543494971231239,91.0794980485928
23.232323232323235,7.114449483928276,6.5655168579884355,91.65126542121297
24.242424242424242,9.69417458211717,7.524062858456318,91.74211910031144
25.252525252525253,7.351401049110616,6.3646019381956265,92.89391215911607
26.262626262626263,5.2659466451530985,7.857333570165448,93.44311439975878
27.272727272727273,8.590665515220298,8.79004615277293,91.18977759609554
28.282828282828284,7.824676644173486,9.958022792826968,93.05731087800727
29.292929292929294,6.161738832686524,7.639461236930657,92.61162968549212
30.303030303030305,8.534151634390323,8.446670776746137,93.16878811721737
31.313131313131315,7.103445677045622,7.367745055363297,92.19194299891963
32.323232323232325,5.8071630209189244,8.780204807580791,92.71280846450799
33.333333333333336,7.006777622645487,8.181971183579572,92.19364819809907
34.343434343434346,7.404740203515771,9.159741691064902,89.94475403818684
35.35353535353536,7.001580674530079,9.91938327281214,90.81648441811805
36.36363636363637,8.22816612228077,8.72674419750592,91.51827773175542
37.37373737373738,5.585009489142832,8.963231908785225,90.98913387780277
38.38383838383839,5.224284756910017,7.78569349592841,90.83427996022854
39.3939393939394,6.375148144215285,8.239829579024152,90.13376879359505
40.40404040404041,6.089053489416273,7.878376067046751,90.80662753285672
41.41414141414142,7.644551625801532,10.014830716605518,90.49844264069654
42.42424242424243,6.873035539588365,9.28337097838509,92.09743481562467
43.43434343434344,5.684132336300203,8.787159679217021,91.24848113174653
44.44444444444445,7.749897024734945,8.591280618313188,90.59433547078358
45.45454545454546,6.24932610228013,9.002273822938799,92.97394153650536
46.46464646464647,6.178833625343732,10.438306215467357,90.51960253004796
47.47474747474748,6.559906995839676,9.515158845934335,89.88699928421559
48.484848484848484,5.9121150394751085,10.191956334500858,90.6333456043805
49.494949494949495,5.520990077926783,8.58130883308313,91.71246153726803
50.505050505050505,5.601504075069359,10.196595921441958,91.05379690706005
51.515151515151516,7.080130066625269,10.080728717546394,92.06281472373377
52.525252525252526,5.666305962500668,6.686482259823038,91.21901603117212
53.535353535353536,5.777172070611042,10.500326487116432,90.3217957052514
54.54545454545455,6.0861927881667235,9.012163391232734,91.0114180456044
55.55555555555556,6.978944360392356,10.01527432253811,90.05657634466525
56.56565656565657,5.6005701289566465,10.173976078535723,89.85001137238355
57.57575757575758,4.66631842836755,10.89657976849831,90.48673749630854
58.58585858585859,4.426432388131402,9.841848028221497,91.21558188270059
59.5959595959596,5.774275678410899,11.160138985894953,88.70831215884525
60.60606060606061,3.5267037401098484,9.785816183266867,90.11692238837891
61.61616161616162,5.6339571306802485,11.426409662522747,92.54171935521883
62.62626262626263,4.905106010385184,9.72777061264972,89.8364921622461
63.63636363636364,4.958783832042673,11.210010360530607,87.18394712166658
64.64646464646465,5.202388167535611,8.749503102501563,89.28851517999159
65.65656565656566,6.19367645966414,10.861181669811442,88.59282551811592
66.66666666666667,4.395566433831852,9.6936354858712,89.09024230111407
67.67676767676768,4.725311451205589,9.26234677299531,88.76421192068149
68.68686868686869,4.432693305225335,11.116861902185436,90.49931523061397
69.6969696969697,5.740379204621979,9.960052400488365,90.06010728527065
70.70707070707071,4.858308760149374,10.763856181550807,88.84780306007602
71.71717171717172,5.195308491976245,10.708307611878569,88.8397015859967
72.72727272727273,5.077781824248027,10.395494814422724,87.31713932711732
73.73737373737374,5.542490238525241,9.576406458049028,87.91354324521521
74.74747474747475,4.7349120272974625,11.703344320461731,88.9601537304549
75.75757575757576,5.9335370721451595,11.289216046990495,88.54594629745088
76.76767676767678,3.702158633230752,12.459805316130476,88.36036355357602
77.77777777777779,5.423866737394109,9.011870242324353,87.9719242040631
78.7878787878788,4.904332196829803,12.670548092093158,88.28518181212614
79.7979797979798,5.136595725747988,11.287971615655524,87.74002934324713
80.80808080808082,4.541819351686201,10.58968244433229,89.15583156114947
81.81818181818183,3.7384716718637474,12.207771684616011,87.48762242772676
82.82828282828284,5.3729960500024,10.860260580539647,88.1246350136008
83.83838383838385,2.8289635351151303,11.676708850752583,87.94687242164937
84.84848484848486,3.1911654631660102,12.050318274892229,86.95538367629942
85.85858585858587,3.2617074037134985,11.83609351205354,88.10194334552065
86.86868686868688,3.7685013613767584,9.845637093923436,88.57645002686424
87.87878787878789,2.898242133457451,11.423314565925997,85.92662352131988
88.8888888888889,3.9314433157734054,10.329544549654472,87.79020442313481
89.89898989898991,4.688676968776478,13.0260998346533,88.74340958572445
90.90909090909092,4.5789795216554,11.424156044179604,87.07032372736228
91.91919191919193,5.57770707054984,14.297911428725373,87.56946825573155
92.92929292929294,4.276212225629578,12.34848424870753,86.79981511639131
93.93939393939395,3.560036655555902,15.065206496541538,86.82480121491612
94.94949494949496,3.3361403037375035,11.986741209497909,88.9487643577115
95.95959595959597,5.011364534949599,11.467006992648018,87.21912536743251
96.96969696969697,2.5670912080730375,13.136804268570158,84.90945015910926
97.97979797979798,4.71082477404848,13.814983636217264,87.22753365396645
98.98989898989899,3.9995088499162548,13.83822672914181,85.18379332805908
100.0,3.640772294445275,14.27684980934542,85.54588354078018
